	Property Name	Property Location	Price	Property Info
19805	Taman Bukit Kinrara	Jalan Taman Bukit Kinrara 1/1, Bandar Kinrara, Bandar Kinrara Puchong, Selangor	RM 670,000	Landed4 beds3 bathRM 465/sqft1,440 sqft
19806	Monterez Golf & Country Club	Jalan Merah Kesumba, Section U9, Shah Alam, Selangor	RM 3,400,000	Landed7 beds7 bathRM 226/sqft15,000 sqft
19807	Pangsapuri Semarak	Persiaran Setia Prima, Setia Alam/Alam Nusantara, Selangor	RM 230,000	Non Landed3 beds2 bathRM 344/sqft667 sqft
19808	Wangsa Ukay	Selangor, Ampang, Selangor	RM 1,100,000	Landed- beds- bathRM 103/sqft10,667 sqft
19809	2 Storey Terrace Jimbaran Ken Rimba Seksyen 16 Shah Alam	Shah Alam, Selangor	RM 740,000	Landed4 beds3 bathRM -- sqft
19810	Bandar Tasik Kesuma	Semenyih, Selangor	RM 500,000	Landed4 beds3 bathRM 142/sqft3,500 sqft
19811	Taman Pelangi Semenyih	Semenyih, Selangor	RM 508,000	Landed4 beds3 bathRM 362/sqft1,400 sqft
19812	Taman Bentara	Telok Panglima Garang, Selangor	RM 460,000	Landed4 beds3 bathRM 202/sqft2,275 sqft
19813	Taman Mulia	Jalan Budiman; Jalan Cheras; Persiaran Ikhlas, Bandar Tun Razak, Kuala Lumpur	RM 1,200,000	Landed4 beds3 bathRM 413/sqft2,905 sqft
19814	END LOT Setingkat Taman Semenyih Indah	Semenyih, Selangor	RM 330,000	Landed3 beds2 bathRM 253/sqft1,300 sqft
19815	Pangsapuri Seroja, Bukit Jelutong	Jalan Arca U8/80, Shah Alam, Selangor	RM 330,000	Non Landed3 beds2 bath1 carparkRM 388/sqft850 sqft
19816	RENOVATED Semi D Setingkat Teluk Panglima Garang	Telok Panglima Garang, Selangor	RM 550,000	Landed4 beds2 bathRM -- sqft
19817	Kampung Melayu Ampang	Ampang, Selangor	RM 3,000,000	Landed8 beds6 bathRM 555/sqft5,400 sqft
19818	Permai Villa	Persiaran Puchong Permai, Puchong, Selangor	RM 310,000	Non Landed3 beds2 bathRM 329/sqft941 sqft
19819	Taman Ampang Indah	Jalan Indah, Ampang, Selangor	RM 880,000	Landed6 beds3 bathRM -- sqft
19820	Apartment Bayu	Jalan PJU 10/4, Damansara Damai, Damansara Damai, Selangor	RM 315,000	Non Landed3 beds2 bathRM 450/sqft700 sqft
19821	Apartment Bayu	Jalan PJU 10/4, Damansara Damai, Damansara Damai, Selangor	RM 315,000	Non Landed3 beds2 bathRM 450/sqft700 sqft
19822	Subang Parkhomes	Jalan SS19/1, off Jalan Kemajuan Subang, Subang Jaya, Selangor	RM 950,000	Non Landed4 beds3 bathRM 584/sqft1,625 sqft
19823	Puncak Hijauan (Hijauan Heights)	Jalan Pintar, Bangi, Selangor	RM 380,000	Non Landed3 beds2 bath2 carparkRM 379/sqft1,002 sqft
19824	Taman Intan Baiduri	Jalan Intan Baiduri, Sepang, Selangor	RM 480,000	Landed4 beds3 bathRM -- sqft
19825	Bukit Bayu U10	Shah Alam, Selangor	RM 2,500,000	Landed6 beds6 bathRM 198/sqft12,604 sqft
19826	Subang Suria	Jalan Bintang U5/33, Seksyen U5, Subang, Selangor	RM 245,000	Non Landed3 beds2 bathRM 314/sqft778 sqft
19827	Seksyen 4, Petaling Jaya	Petaling Jaya, Selangor	RM 2,000,000	Landed6 beds4 bathRM 310/sqft6,447 sqft
19828	Banting	Banting, Selangor	RM 50,800,000	Landed- beds- bathRM 651,282/acre78 acre
19829	Oakleaf Park	Persiaran Bukit Jaya, Bukit Antarabangsa, Ulu Kelang, Selangor	RM 300,000	Non Landed3 beds2 bath1 carparkRM 279/sqft1,074 sqft
19830	SS14 Semi_D, Subang Jaya	Subang Jaya, Selangor	RM 2,880,000	Landed6 beds4 bathRM 612/sqft4,700 sqft
19831	SS 18	Jalan SS 18/1, Subang Jaya, Selangor	RM 808,000	Landed4 beds3 bathRM 489/sqft1,650 sqft
19832	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 1,000,000	Non Landed3 beds2 bath2 carparkRM 700/sqft1,428 sqft
19833	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 850,000	Non Landed3 beds2 bath1 carparkRM 670/sqft1,268 sqft
19834	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 1,200,000	Non Landed3 beds2 bath1 carparkRM 977/sqft1,228 sqft
19835	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 760,000	Non Landed3 beds2 bath1 carparkRM 618/sqft1,228 sqft
19836	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 998,000	Non Landed3 beds2 bath1 carparkRM 698/sqft1,428 sqft
19837	Mont Kiara Pines	Jalan Kiara 1, Mont Kiara, Kuala Lumpur	RM 850,000	Non Landed3 beds2 bath2 carparkRM 670/sqft1,268 sqft
19838	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,650,000	Non Landed4 + 1 beds4 bath3 carparkRM 846/sqft1,950 sqft
19839	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,500,000	Non Landed3 + 1 beds3 bath2 carparkRM 786/sqft1,908 sqft
19840	Nautica Lake Suites @ Sunway South Quay	Jalan Tasik Selatan, Bandar Sunway, Selangor	RM 1,100,000	Non Landed3 + 1 beds3 bath2 carparkRM 617/sqft1,780 sqft
19841	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,680,000	Non Landed4 + 1 beds4 bath2 carparkRM 700/sqft2,400 sqft
19842	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,300,000	Non Landed3 beds4 bath2 carparkRM 698/sqft1,862 sqft
19843	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 2,450,000	Non Landed4 + 1 beds6 bath3 carparkRM 718/sqft3,410 sqft
19844	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 2,450,000	Non Landed4 + 1 beds6 bath3 carparkRM 718/sqft3,410 sqft
19845	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,450,000	Non Landed3 + 1 beds4 bath2 carparkRM 805/sqft1,800 sqft
19846	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,720,000	Non Landed4 + 1 beds6 bath3 carparkRM 715/sqft2,405 sqft
19847	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 2,200,000	Non Landed4 + 1 beds6 bath3 carparkRM 881/sqft2,497 sqft
19848	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,250,000	Non Landed3 + 1 beds4 bath2 carparkRM 781/sqft1,600 sqft
19849	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,500,000	Non Landed3 beds4 bath2 carparkRM 809/sqft1,853 sqft
19850	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 3,150,000	Non Landed4 + 1 beds6 bath3 carparkRM 810/sqft3,886 sqft
19851	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,600,000	Non Landed3 + 1 beds4 bath2 carparkRM 843/sqft1,897 sqft
19852	Bangi Avenue	Jalan Bangi Avenue 1, Taman Bangi Avenue, Bangi, Selangor	RM 530,000	Landed4 beds4 bathRM 378/sqft1,400 sqft
19853	Bandar Rinching	Jalan 1, Semenyih, Selangor	RM 415,000	Landed3 beds3 bathRM -- sqft
19854	CasaView @ Cybersouth	Cyberjaya, Selangor	RM 750,000	Landed4 beds3 bathRM 625/sqft1,200 sqft
19855	Taman Impian Putra	Kajang, Selangor	RM 1,270,000	Landed6 beds7 bathRM 231/sqft5,489 sqft
19856	Ukiran	Alam Impian, Seksyen 35, Shah Alam, Selangor	RM 850,000	Landed- beds- bathRM 442/sqft1,920 sqft
19857	Seksyen 4, Bandar Baru Bangi	Bangi, Selangor	RM 2,900,000	Landed7 beds6 bathRM 353/sqft8,200 sqft
19858	Taman Kajang Utama	Kajang, Selangor	RM 175,000	Landed3 beds1 bathRM 250/sqft700 sqft
19859	USJ 2	Jalan USJ 2/1, USJ, Selangor	RM 950,000	Landed5 beds3 bathRM 324/sqft2,925 sqft
19860	Serenia City	Jalan Pintas Dengkil-Putrajaya, Sepang, Selangor	RM 980,000	Landed4 beds4 bathRM 282/sqft3,465 sqft
19861	Kiaraville	Jalan Changkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,700,000	Non Landed4 beds4 bath3 carparkRM 707/sqft2,403 sqft
19862	USJ 2	Jalan USJ 2/1, USJ, Selangor	RM 800,000	Landed4 beds2 bathRM 666/sqft1,200 sqft
19863	Projek Baru Teres Setingkat Pulau Indah Klang	Klang, Selangor	RM 292,000	Landed4 beds2 bathRM 228/sqft1,280 sqft
19864	Serenia City	Jalan Pintas Dengkil-Putrajaya, Sepang, Selangor	RM 615,000	Landed4 beds3 bathRM 410/sqft1,500 sqft
19865	SPACIOUS Double Storey Semi-Detached Lorong Raja Abdul Rahman, Kapar 	Kapar, Selangor	RM 1,390,000	Landed5 + 1 beds3 bathRM 347/sqft4,000 sqft
19866	Bangi Avenue	Jalan Bangi Avenue 1, Taman Bangi Avenue, Bangi, Selangor	RM 650,000	Landed7 beds7 bathRM 464/sqft1,400 sqft
19867	Taman Puchong Prima	Jalan Prima, Puchong, Selangor	RM 700,000	Landed4 beds3 bathRM 466/sqft1,500 sqft
19868	FLLY FURNISHED 2 STREY HILLPARKCHERRY, Puncak Alam	Shah Alam, Selangor	RM 580,000	Landed4 beds3 bathRM 362/sqft1,600 sqft
19869	BELOW SPA 2 Storey End Lot Kita Bayu @ Cybersouth,	Dengkil, Selangor	RM 620,000	Landed4 beds3 bathRM 322/sqft1,920 sqft
19870	Taman Putra Perdana	Jalan Putra Perdana 5/2, Puchong, Selangor	RM 449,000	Landed4 beds3 bathRM 415/sqft1,080 sqft
19871	Elmina Green One @ City of Elmina	Jalan Casuarina U17/63, Sungai Buloh, Selangor	RM 1,070,000	Landed4 beds4 bathRM 300/sqft3,565 sqft
19872	Pangsapuri Rimau Perdana	Jalan Sungai Gombak 32/6, Bukit Rimau, Seksyen 32, Shah Alam, Selangor	RM 255,000	Non Landed3 beds2 bath1 carparkRM 300/sqft850 sqft
19873	Service Apartment Termurah di Gombak	Gombak, Selangor	RM 290,000	Non Landed4 beds2 bath2 carparkRM 336/sqft862 sqft
19874	Bandar Saujana Putra	Bandar Saujana Putra, Bandar Saujana Putra, Selangor	RM 510,000	Landed4 beds3 bathRM -- sqft
19875	Pangsapuri Rimau Perdana	Jalan Sungai Gombak 32/6, Bukit Rimau, Seksyen 32, Shah Alam, Selangor	RM 255,000	Non Landed3 beds2 bath1 carparkRM 300/sqft850 sqft
19876	TERMURAH MAMPU MILIK 1 Storey House 4R2BBangi	Bangi, Selangor	RM 360,000	Landed4 beds2 bathRM 276/sqft1,300 sqft
19877	twentyfive.7	Persiaran Anggerik Vanilla, Kota Kemuning, Selangor	RM 1,950,000	Landed5 + 1 beds5 bathRM 638/sqft3,055 sqft
19878	Casa Tropicana	Jalan Persiaran Tropicana, Tropicana, Selangor	RM 510,000	Non Landed3 beds2 bath1 carparkRM 429/sqft1,188 sqft
19879	Pre Launch Project Freehold Double Storey 20 X 80 	Klang, Selangor	RM 628,866	Landed4 beds3 bath4 carparkRM 393/sqft1,600 sqft
19880	Residensi Adelia @ Bangi Avenue	Taman, Jalan Bangi Avenue 6/2, Bangi Avenue, 43000 Kajang, Selangor, Bangi, Selangor	RM 340,000	Non Landed3 beds3 bath2 carparkRM 314/sqft1,082 sqft
19881	Alam Impian	Persiaran Tun Teja, Shah Alam, Selangor	RM 1,700,000	Landed4 + 2 beds7 bathRM 299/sqft5,673 sqft
19882	Huge Land 2 storey bungalow at Seksyen 6,Shah Alam	Shah Alam, Selangor	RM 2,500,000	Landed6 beds5 bathRM 206/sqft12,084 sqft
19883	BRAND NEW 2 Storey Superlink End Lot Pentas	Shah Alam, Selangor	RM 1,550,000	Landed5 beds6 bathRM 455/sqft3,400 sqft
19884	Graham Garden @ Eco Grandeur	Eco Grandeur, 47000 Bandar Puncak Alam, Selangor, Bandar Puncak Alam, Selangor	RM 1,150,000	Landed6 beds5 bathRM 450/sqft2,550 sqft
19885	Bukit Jelutong	Persiaran Gerbang Utama, Bukit Jelutong, Selangor	RM 1,750,000	Landed5 + 1 beds5 bathRM 368/sqft4,747 sqft
19886	APARTMENT MAMPU MILIK DAN LOKASI STRATEGIK BANDAR BARU BANGI	Bangi, Selangor	RM 270,000	Non Landed4 beds2 bathRM -- sqft
19887	LBS Alam Perdana	Lot 4292, Persiaran Alam Perdana, Bandar Puncak Alam, Selangor	RM 450,000	Landed4 beds3 bathRM 214/sqft2,100 sqft
19888	Laman Glenmarie	Section U1, Glenmarie, Selangor	RM 1,750,000	Landed6 beds6 bathRM 660/sqft2,648 sqft
19889	2 Storey Cluster Townhouse Taman D'Alpinia Puchong	Puchong, Selangor	RM 530,000	Landed4 beds3 bathRM -- sqft
19890	END LOT   2 Storey Kita Bayu @ Cybersouth, Dengkil	Dengkil, Selangor	RM 700,000	Landed4 beds3 bathRM 364/sqft1,920 sqft
19891	Corner Lot2.5 Storey House, Bandar Tun Hussein Onn	Cheras, Kuala Lumpur	RM 1,400,000	Landed6 beds5 bathRM 378/sqft3,700 sqft
19892	CORNER LOT SS19 Subang Jaya	Subang Jaya, Selangor	RM 830,000	Landed3 beds2 bathRM 395/sqft2,100 sqft
19893	Jalan SS 18/5G	Subang Jaya, Selangor	RM 899,000	Landed4 beds3 bathRM 544/sqft1,650 sqft
19894	FREEHOLD Double Storey House SS17 Subang Jayam Kitchen Extend	Subang Jaya, Selangor	RM 850,000	Landed4 beds3 bathRM 482/sqft1,760 sqft
19895	Ceria Residences	Persiaran Sepang, Cyberjaya, Selangor	RM 930,000	Landed5 beds5 bathRM 347/sqft2,680 sqft
19896	Summerglades, Perdana Lakeview West	Jalan Sri Tasik Barat 1B; Jalan Sri Tasik Barat 1C, Cyberjaya, Selangor	RM 950,000	Landed5 beds4 bathRM 495/sqft1,916 sqft
19897	Bukit Jelutong	Persiaran Gerbang Utama, Bukit Jelutong, Selangor	RM 1,680,000	Landed4 beds4 bathRM 492/sqft3,412 sqft
19898	Taman Impian Putra	Kajang, Selangor	RM 550,000	Landed4 beds3 bathRM 392/sqft1,400 sqft
19899	Pangsapuri SS19	Jalan SS 19/7A; Jalan SS 19/1, Subang Jaya, Selangor	RM 170,000	Non Landed2 beds1 bathRM 293/sqft580 sqft
19900	New Project Double Storey  House & Town House at Cybersouth	Dengkil, Selangor	RM 387,000	Landed4 beds3 bathRM -- sqft
19901	Taman Kajang Impian	Jalan Kajang Impian, Kajang, Selangor	RM 795,000	Landed5 beds3 bathRM 368/sqft2,160 sqft
19902	Taman Harmoni, Semenyih	Jalan Harmoni, Semenyih, Selangor	RM 470,000	Landed4 beds3 bathRM 224/sqft2,093 sqft
19903	Berjaya Park (Taman Berjaya)	Seksyen 32, Shah Alam, Selangor	RM 390,000	Landed3 beds3 bathRM 300/sqft1,300 sqft
19904	Taman Lestari Putra	Jalan LEP 5, Taman Lestari Putra, 43300 Seri Kembangan, Selangor, Seri Kembangan, Selangor	RM 520,000	Landed4 beds3 bathRM 400/sqft1,300 sqft
19905	Glenmarie Cove	Jalan Damar Bayu 2, Port Klang, Selangor	RM 2,200,000	Landed5 beds7 bathRM 488/sqft4,500 sqft
19906	Puncak 7	Jalan Ferum, Shah Alam, Selangor	RM 450,000	Non Landed3 beds3 bathRM -- sqft
19907	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,250,000	Non Landed3 + 1 beds4 bath3 carparkRM 833/sqft2,700 sqft
19908	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,000,000	Non Landed3 + 1 beds5 bath3 carparkRM 800/sqft2,500 sqft
19909	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,300,000	Non Landed3 beds4 bath4 carparkRM 851/sqft2,700 sqft
19910	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,250,000	Non Landed3 beds4 bath3 carparkRM 833/sqft2,700 sqft
19911	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,300,000	Non Landed3 beds4 bath3 carparkRM 851/sqft2,700 sqft
19912	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,400,000	Non Landed3 beds5 bath3 carparkRM 946/sqft2,535 sqft
19913	Taman Tun Dr Ismail (TTDI)	Jalan Datuk Sulaiman, Taman Tun Dr Ismail, Kuala Lumpur	RM 1,850,000	Landed4 beds4 bath2 carparkRM 649/sqft2,850 sqft
19914	Single Storey Semi-D House Petaling Jaya 	Petaling Jaya, Selangor	RM 650,000	Landed2 beds2 bathRM 187/sqft3,458 sqft
19915	Villa Wangsamas	Jalan Seri Wangsa, Taman Seri Rampai, Wangsa Maju, Kuala Lumpur	RM 570,000	Non Landed3 + 1 beds3 bath2 carparkRM 449/sqft1,267 sqft
19916	Bangsar Trade Centre - SOHO Imperial Regency Hotel	Plaza Pantai, 5, Jalan 4/93A, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Bangsar, Kuala Lumpur	RM 400,000	Non LandedStudio1 bathRM 863/sqft463 sqft
19917	Seri Riana Residence	Jln Wangsa Delima 7 Off Jalan Wangsa Perdana 1, Wangsa Maju, Kuala Lumpur	RM 1,350,000	Non Landed3 + 1 beds4 bath2 carparkRM 686/sqft1,967 sqft
19918	Kelab Golf Sultan Abdul Aziz Shah	Jalan Kelab Golf, Shah Alam, Selangor	RM 4,000,000	Landed8 beds9 bath8 carparkRM 333/sqft11,997 sqft
19919	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,300,000	Non Landed3 + 1 beds5 bath3 carparkRM 907/sqft2,535 sqft
19920	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,350,000	Non Landed3 + 1 beds5 bath3 carparkRM 870/sqft2,700 sqft
19921	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,300,000	Non Landed3 beds5 bath3 carparkRM 851/sqft2,700 sqft
19922	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,300,000	Non Landed3 + 1 beds4 bath3 carparkRM 851/sqft2,700 sqft
19923	28 Mont Kiara (MK28)	Jalan Kiara, Mont Kiara, Kuala Lumpur	RM 2,300,000	Non Landed3 + 1 beds5 bath6 carparkRM 851/sqft2,700 sqft
19924	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 988,000	Non Landed2 beds2 bath1 carparkRM 800/sqft1,234 sqft
19925	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 2,300,000	Non Landed3 + 1 beds5 bath5 carparkRM 724/sqft3,175 sqft
19926	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 2,700,000	Non Landed4 beds5 bath3 carparkRM 724/sqft3,729 sqft
19927	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 830,000	Non Landed1 beds2 bath2 carparkRM 1,018/sqft815 sqft
19928	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,100,000	Non Landed3 + 1 beds3 bath2 carparkRM 670/sqft1,640 sqft
19929	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 900,000	Non Landed1 beds2 bath1 carparkRM 1,058/sqft850 sqft
19930	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 2,400,000	Non Landed4 beds5 bath3 carparkRM 880/sqft2,726 sqft
19931	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 850,000	Non Landed1 beds2 bath1 carparkRM 1,042/sqft815 sqft
19932	USJ One Avenue	Persiaran Subang Permai, USJ 1, USJ, Selangor	RM 850,000	Non Landed3 beds2 bathRM 596/sqft1,425 sqft
19933	SS 18	Jalan SS 18/1, Subang Jaya, Selangor	RM 990,000	Landed4 beds3 bathRM 517/sqft1,914 sqft
19934	Goodyear Court 8	Persiaran Mulia, USJ 14, USJ, Selangor	RM 469,000	Non Landed3 beds2 bathRM 485/sqft967 sqft
19935	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 830,000	Non Landed1 beds2 bath1 carparkRM 1,006/sqft815 sqft
19936	Laman Baiduri	Persiaran Wangsa Baiduri 12/1, SS12, Subang Jaya, Selangor	RM 1,250,000	Non Landed4 beds3 bathRM 716/sqft1,744 sqft
19937	Boulevard Subang Jaya	Persiaran Wangsa Baiduri 12/1, SS12, Subang Jaya, Selangor	RM 770,000	Non Landed3 beds3 bathRM 450/sqft1,711 sqft
19938	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 1,300,000	Non Landed3 + 1 beds4 bath2 carparkRM 600/sqft2,164 sqft
19939	Boulevard Subang Jaya	Persiaran Wangsa Baiduri 12/1, SS12, Subang Jaya, Selangor	RM 838,000	Non Landed3 + 1 beds3 bath2 carparkRM 471/sqft1,776 sqft
19940	SUBANG SS18 Double Storey Renovated 	Subang Jaya, Selangor	RM 980,000	Landed4 beds3 bathRM 556/sqft1,760 sqft
19941	SUBANG SS18 Double Storey Renovated 	Subang Jaya, Selangor	RM 980,000	Landed4 beds3 bathRM 556/sqft1,760 sqft
19942	Tiffani Kiara	Cangkat Duta Kiara, Mont Kiara, Kuala Lumpur	RM 850,000	Non Landed1 beds2 bath1 carparkRM 1,017/sqft816 sqft
19943	Arata of Tijani	Jalan Syers, Bukit Tunku, Kenny Hills (Bukit Tunku), Kuala Lumpur	RM 1,880,000	Non Landed4 beds4 bathRM 975/sqft1,927 sqft
19944	Seri Hijauan	Jalan Bukit Hijau 26/24, Section 26, Shah Alam, Selangor	RM 500,000	Non Landed3 beds2 bathRM 430/sqft1,162 sqft
19945	Boulevard Subang Jaya	Persiaran Wangsa Baiduri 12/1, SS12, Subang Jaya, Selangor	RM 560,000	Non Landed4 beds3 bathRM 409/sqft1,367 sqft
19946	Seringin Residences	Jalan Senang Ria, Happy Garden, Kuchai Lama, Kuala Lumpur	RM 1,120,000	Non Landed2 + 1 beds3 bath2 carparkRM 735/sqft1,523 sqft
19947	Jalan Kebun Baru	Telok Panglima Garang, Selangor	RM 390,000	Landed3 beds2 bath2 carparkRM 278/sqft1,400 sqft
19948	USJ 13	Jalan USJ 13/1, USJ, Selangor	RM 720,000	Landed4 beds3 bathRM 600/sqft1,200 sqft
19949	Banting	Banting, Selangor	RM 28,000,000	Landed- beds- bathRM 583,333/acre48 acre
19950	Palmville	Lagun Timur, Jalan PJS 9/1, Bandar Sunway, Selangor	RM 680,000	Non Landed3 beds2 bath2 carparkRM 468/sqft1,450 sqft
19951	Jalan Putra Bistari 2/1	Putra Heights, Selangor	RM 860,000	Landed- beds- bathRM 477/sqft1,800 sqft
19952	SS 18	Jalan SS 18/1, Subang Jaya, Selangor	RM 928,000	Landed4 beds3 bath2 carparkRM 496/sqft1,870 sqft
19953	Li Villas	Section 16, Petaling Jaya, Selangor	RM 1,250,000	Non Landed3 + 1 beds3 bath2 carparkRM 716/sqft1,745 sqft
19954	Boulevard Subang Jaya	Persiaran Wangsa Baiduri 12/1, SS12, Subang Jaya, Selangor	RM 650,000	Non Landed4 beds3 bathRM 475/sqft1,367 sqft
19955	Hijauan Saujana	Saujana, Seksyen U2, Glenmarie, Selangor	RM 700,000	Non Landed3 beds2 bathRM 512/sqft1,367 sqft
19956	Palmville	Lagun Timur, Jalan PJS 9/1, Bandar Sunway, Selangor	RM 800,000	Non Landed3 beds2 bathRM 517/sqft1,546 sqft
19957	Single storey house in Sri Damansara SD 3	Petaling Jaya, Selangor	RM 780,000	Landed3 beds2 bath2 carparkRM 435/sqft1,792 sqft
19958	Putra Heights	Jalan Putra Bistari, Subang Jaya, Selangor	RM 1,600,000	Landed5 beds4 bathRM 941/sqft1,700 sqft
19959	The Wharf Residence	Jln Tmn Tasik Prima Off Lingkaran Putra Prima, Taman Tasik Prima, Puchong, Selangor	RM 300,000	Non Landed2 beds2 bath2 carparkRM 377/sqft795 sqft
19960	Boulevard Poolview	Subang Jaya, Selangor	RM 550,000	Non Landed4 beds3 bath2 carparkRM 402/sqft1,367 sqft
19961	Taman Bukit Mutiara Apartment	Jalan Bukit Mutiara Off Jalan Bukit Mewah 41, Taman Bukit Mutiara, Kajang, Selangor	RM 250,000	Non Landed3 beds2 bath1 carparkRM 287/sqft870 sqft
19962	Facing Open! Amarus Setia Ecohill 2, Semenyih | 2 Storey Terrace, Freehold	Semenyih, Selangor	RM 580,000	Landed4 beds3 bathRM 446/sqft1,300 sqft
19963	Pangsapuri Impian Meru	Jalan Nenas Madu KU10,Persiaran Hamzah Alang, Meru, Kapar, Selangor	RM 185,000	Non Landed3 beds2 bathRM 215/sqft857 sqft
19964	Bandar Bukit Mahkota Bangi	Bangi, Selangor	RM 526,350	Landed- beds- bathRM 50/sqft10,527 sqft
19965	Taman Semenyih Permai	off Jalan Bangi Lama, Semenyih, Selangor	RM 350,000	Landed3 beds2 bathRM 233/sqft1,500 sqft
19966	Selesa I-Resort Apartment	Jalan Damai Mewah 2, Taman Damai Mewah, Kajang, Selangor	RM 235,000	Non Landed3 beds2 bath1 carparkRM 274/sqft855 sqft
19967	Taman Saga	Jalan Saga, Ampang, Selangor	RM 510,000	Landed3 beds2 bathRM 425/sqft1,200 sqft
19968	Seri Beringin	Jalan Seri Beringin, Damansara Heights, Kuala Lumpur	RM 4,500,000	Landed- beds- bathRM 592/sqft7,600 sqft
19969	Rentak Perdana @ LBS Alam Perdana	Persiaran Alam Perdana,, Puncak Alam, Selangor	RM 470,000	Landed4 beds3 bathRM 391/sqft1,200 sqft
19970	CORNER LOT, 1 Storey Terrace | Taman Orkid Maju 1, Kampung Lombong, Seksyen 29 Shah Alam	Shah Alam, Selangor	RM 560,000	Landed4 beds2 bathRM 182/sqft3,067 sqft
19971	USJ Heights	Jalan USJ Heights 1/1A, USJ Heights, Selangor	RM 4,800,000	Landed6 + 1 beds6 bathRM 1,000/sqft4,800 sqft
19972	Rumah Teres 2 Tingkat | Taman Ehsan Fasa 2, Sungai Besar | Saiz Besar 20x80	Sungai Besar, Selangor	RM 355,000	Landed4 beds3 bathRM 221/sqft1,600 sqft
19973	Taman Padu Permai	Jalan Permai; Jalan PP, Sungai Besar, Selangor	RM 299,000	Landed3 beds2 bathRM 181/sqft1,650 sqft
19974	Rmh Cantik, Kampung Lombong Besi @ Seksyen 29 Shah Alam | 2 Storey Terrace House	Shah Alam, Selangor	RM 605,000	Landed4 beds3 bathRM 438/sqft1,380 sqft
19975	Taman Alam Indah	Jalan Klarinet, Shah Alam, Selangor	RM 1,050,000	Landed4 beds4 bathRM 309/sqft3,390 sqft
19976	Non Bumi Lot, Geran Individu | Taman LEP 1, Seri Kembangan | 2 Storey Terrace	Seri Kembangan, Selangor	RM 450,000	Landed4 beds3 bathRM 384/sqft1,170 sqft
